id,field,iskconnect_value,official_value,action,change_reason,closure_type,confidence,source_url,evidence_snippet,official_last_updated,announcement_date,verified_at
3,link_status,broken,ok,update,website_redesign,,verified,https://www.science-scholarships.ph/,"Portal accessible; prior broken flag likely subdomain/checker issue",,,2026-07-09
3,data_status,broken_link,verified,update,website_redesign,,verified,https://www.science-scholarships.ph/,"Graduate program sections and brochures available",,,2026-07-09
3,description,Graduate scholarship for master's and doctoral programs in STEM.,"Umbrella entry conflates ASTHRDP MS/PhD CBPSME ERDT STRAND and other graduate programs each with separate portals deadlines and consortium universities.",update,policy_revision,,verified,https://www.science-scholarships.ph/,"ASTHRDP CBPSME ERDT STRAND listed as separate programs with distinct Learn More links",,,2026-07-09
3,benefit_total_value,200000,,flag_review,unknown,,cannot_verify,https://science-scholarships.ph/pdf/2025_ASTHRDP_Brochure.pdf,"Benefit packages vary by graduate program and university; no single PhP200,000 value applies to all",,,2026-07-09
3,benefit_allowance_monthly,15000,,flag_review,unknown,,cannot_verify,https://science-scholarships.ph/pdf/2025_ASTHRDP_Brochure.pdf,"Monthly stipend not published as uniform PhP15,000 across graduate programs",,,2026-07-09
3,cycle_type,semester,semester/term (varies by university),update,policy_revision,,verified,https://www.science-scholarships.ph/,"University-specific deadlines for first/second semester and trimester terms published per program",,,2026-07-09
3,application_status,expected_reopen,expected_reopen,confirm_unchanged,annual_cycle_update,closed_for_this_cycle,partially_verified,https://www.science-scholarships.ph/,"Graduate programs accept applications per university schedule (e.g. ASTHRDP deadlines Jun-Nov 2025 vary by NSC member)",,,2026-07-09
3,application_open_date,2026-03-01,,flag_review,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"No single national open date; varies by graduate program and university",,,2026-07-09
3,application_deadline,2026-05-31,,flag_review,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"Deadlines vary by program and university (e.g. UPLB May 30 USC Jan 15)",,,2026-07-09
3,is_active,true,true,confirm_unchanged,,,verified,https://www.science-scholarships.ph/,"Graduate scholarship programs remain active through consortium universities",,,2026-07-09
3,eligible_levels,Graduate,Graduate,confirm_unchanged,,,verified,https://science-scholarships.ph/pdf/2025_ASTHRDP_Brochure.pdf,"ASTHRDP awards MS and PhD scholarships",,,2026-07-09
3,has_return_service,true,,flag_review,unknown,,partially_verified,https://science-scholarships.ph/pdf/2025_ASTHRDP_Brochure.pdf,"Return service obligations apply to DOST graduate programs; exact terms vary by program",,,2026-07-09
