id,title,provider,org,provider_type,scholarship_type,link,deadline,deadline_precision,application_status,editorial_state,is_active,levels,regions,max_income,min_gwa,tuition,allowance_mo,total_value,return_svc,cycle_type,last_verified,confidence_score,completeness
104,Ateneo Freshman Merit Scholarship,Ateneo de Manila University,Ateneo de Manila University,Institutional,Merit-based,https://www.ateneo.edu,2026-11-15,,needs_verification,needs_review,True,"[""College""]",[],,90,True,,160000,False,annual,,0.28,28
18,Ateneo High School Financial Aid,Ateneo de Manila University,Ateneo de Manila University,Institutional,Merit-and-Need,https://ateneo.edu,,estimated,needs_verification,needs_review,True,"[""High School""]","[""NCR""]",400000,90,True,0,80000,False,,2026-07-08,0.8,80
105,Ateneo Magis Scholarship,Ateneo de Manila University,Ateneo de Manila University,Institutional,Merit-and-Need,https://www.ateneo.edu,2026-11-15,,needs_verification,needs_review,True,"[""College""]",[],250000,85,True,4000,220000,False,annual,,0.34,34
42,Ateneo Law School Financial Aid Program,Ateneo Law School,Ateneo Law School,Institutional,Merit-and-Need,https://www.ateneo.edu,,exact,needs_verification,needs_review,True,"[""Graduate""]","[""NCR""]",600000,82,True,,120000,False,annual,2026-07-26,0,0
44,DLSU Archer Achievers Scholarship,De La Salle University,De La Salle University,Institutional,Merit-based,https://www.dlsu.edu.ph,,exact,open,published,True,"[""College""]",[],,83,True,,140000,False,annual,2026-07-26,0,0
106,DLSU St La Salle Financial Assistance Grant,De La Salle University,De La Salle University,Institutional,Need,https://www.dlsu.edu.ph,,,needs_verification,needs_review,True,"[""College""]",[],700000,85,True,3500,180000,False,semester,,0.28,28
43,DLSU Star Scholars Program,De La Salle University,De La Salle University,Institutional,Merit-based,https://www.dlsu.edu.ph,,exact,open,published,True,"[""College""]",[],,90,True,8000,250000,False,annual,2026-07-26,0,0
107,DLSU Vaugirard Scholarship Program,De La Salle University,De La Salle University,Institutional,Merit-and-Need,https://www.dlsu.edu.ph,,,needs_verification,needs_review,True,"[""College""]",[],300000,88,True,4000,190000,False,annual,,0.28,28
46,Mindanao State University SASE Academic Scholarship,Mindanao State University System,Mindanao State University System,Institutional,Merit-based,https://www.msumain.edu.ph,,exact,open,published,True,"[""College""]","[""BARMM"", ""Region IX - Zamboanga Peninsula"", ""Region X - Northern Mindanao"", ""Region XI - Davao"", ""Region XII - Soccsksargen"", ""Region XIII - Caraga""]",,85,True,,20000,False,annual,2026-07-26,0,0
23,Philippine Normal University Scholarship,Philippine Normal University,Philippine Normal University,Institutional,Merit-and-Need,https://pnu.edu.ph,,estimated,needs_verification,needs_review,True,"[""College""]",[],400000,90,True,3000,70000,False,,2026-07-08,0.69,69
68,PUP Entrance Scholarship Program,PUP,PUP,Institutional,Merit-based,https://www.pup.edu.ph/students/scholarships,,exact,open,published,True,"[""College""]",[],,,True,,,False,annual,2026-07-26,0,0
69,PUP Student Assistantship Program,PUP,PUP,Institutional,Need,https://www.pup.edu.ph/students/scholarships,,exact,needs_verification,needs_review,True,"[""College""]",[],,,False,,,False,semester,,0.5,50
99,University of Makati Special Institutional Scholarship,University of Makati (UMak),University of Makati (UMak),Institutional,Affiliation,https://www.umak.edu.ph,,,needs_verification,needs_review,True,"[""College"", ""TVET""]","[""NCR""]",350000,75,True,1000,15000,False,semester,,0.36,36
32,University of Makati Token Fee Exemption Program,University of Makati (UMak),University of Makati (UMak),Institutional,Merit-based,https://www.umak.edu.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",250000,88,True,,5000,False,semester,2026-07-26,0,0
108,UST San Lorenzo Ruiz Student Assistance Scholarship,University of Santo Tomas,University of Santo Tomas,Institutional,Affiliation,https://manila.ust.edu.ph,,,needs_verification,needs_review,True,"[""College""]","[""NCR""]",250000,82,True,,60000,False,semester,,0.36,36
45,UST San Martin de Porres Equity Scholarship,University of Santo Tomas,University of Santo Tomas,Institutional,Need,https://manila.ust.edu.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",300000,85,True,,45000,False,annual,2026-06-30,0.8,80
109,UST Santo Tomas Academic Scholarship,University of Santo Tomas,University of Santo Tomas,Institutional,Merit-based,https://manila.ust.edu.ph,,,needs_verification,needs_review,True,"[""College""]","[""NCR""]",,88,True,,100000,False,annual,,0.3,30
24,UP Presidential Scholarship,University of the Philippines,University of the Philippines,Institutional,Merit-and-Need,https://up.edu.ph,,estimated,open,published,True,"[""College""]",[],400000,95,True,6000,120000,False,,2026-07-08,0.76,76
70,UP College of Law Scholarship Program,UP College of Law,UP College of Law,Institutional,Merit-and-Need,https://law.upd.edu.ph/call-for-scholarship-applications-ay-2025-2026/,,exact,open,published,True,"[""Graduate""]",[],,,True,,,False,annual,2026-07-26,0,0
39,Bislig City Collegiate Scholarship Program,Bislig City Government,Bislig City Government,LGU,Merit-and-Need,https://www.bislig.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""Region XIII - Caraga""]",240000,82,False,,12000,False,annual,,0.72,72
36,Cebu City College Scholarship Program,Cebu City Government,Cebu City Government,LGU,Merit-and-Need,https://www.cebucity.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""Region VII - Central Visayas""]",350000,80,True,,20000,False,annual,2026-07-26,0,0
49,Cebu Province CP GIFTS Program,Cebu Provincial Government,Cebu Provincial Government,LGU,Need,https://www.cebu.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""Region VII - Central Visayas""]",200000,85,False,,20000,True,annual,,0.72,72
103,Davao City Medical and Law Education Assistance Program,Davao City Government (EBSU),Davao City Government (EBSU),LGU,Merit-based,https://davaocity.gov.ph,,,needs_verification,needs_review,True,"[""Graduate""]","[""Region XI - Davao""]",500000,85,True,4000,100000,True,annual,,0.36,36
38,Davao City Special Educational Assistance Program for Lumad,Davao City Government (EBSU),Davao City Government (EBSU),LGU,Need,https://davaocity.gov.ph,,exact,open,published,True,"[""College"", ""TVET""]","[""Region XI - Davao""]",200000,75,False,2000,30000,False,annual,2026-07-26,0,0
101,Davao City STEP FA Category A,Davao City Government (EBSU),Davao City Government (EBSU),LGU,Merit-based,https://davaocity.gov.ph,,,needs_verification,needs_review,True,"[""College""]","[""Region XI - Davao""]",250000,93,True,3000,50000,False,annual,,0.36,36
37,Davao City STEP FA Category B,Davao City Government (EBSU),Davao City Government (EBSU),LGU,Merit-and-Need,https://davaocity.gov.ph,,exact,open,published,True,"[""College""]","[""Region XI - Davao""]",300000,88,False,2000,40000,False,annual,2026-07-26,0,0
102,Davao City STEP FA Category C,Davao City Government (EBSU),Davao City Government (EBSU),LGU,Need,https://davaocity.gov.ph,,,needs_verification,needs_review,True,"[""College""]","[""Region XI - Davao""]",180000,80,False,1000,15000,False,annual,,0.36,36
98,Makati City Premier and Specialized School Scholarship,Makati City Government,Makati City Government,LGU,Merit-based,https://www.makati.gov.ph,,,needs_verification,needs_review,True,"[""College""]","[""NCR""]",500000,88,True,4000,80000,True,annual,,0.36,36
31,Makati City SUC and Priority Courses Scholarship,Makati City Government,Makati City Government,LGU,Merit-and-Need,https://www.makati.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",300000,82,False,2000,40000,False,annual,,0.72,72
35,Marikina City Medical Scholarship Program,Marikina City Government,Marikina City Government,LGU,Merit-and-Need,https://www.marikina.gov.ph,,exact,open,published,True,"[""Graduate""]","[""NCR""]",600000,85,True,4000,150000,True,annual,2026-07-26,0,0
48,Muntinlupa CARES Financial Assistance Program,Muntinlupa Scholarship Division,Muntinlupa Scholarship Division,LGU,Need,https://www.muntinlupacity.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",200000,80,False,1000,10000,False,semester,,0.72,72
47,Muntinlupa MOST Academic Scholarship,Muntinlupa Scholarship Division,Muntinlupa Scholarship Division,LGU,Merit-based,https://www.muntinlupacity.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",500000,90,True,5000,130000,False,annual,2026-07-26,0,0
34,NavotaAs Academic College Scholarship,Navotas City Government,Navotas City Government,LGU,Merit-based,https://www.navotas.gov.ph,,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",400000,88,True,2200,262000,False,annual,,0.72,72
100,NavotaAs Fisherfolk Children Scholarship Track,Navotas City Government,Navotas City Government,LGU,Need,https://www.navotas.gov.ph,,,needs_verification,needs_review,True,"[""College"", ""TVET""]","[""NCR""]",180000,78,True,1500,20000,False,annual,,0.36,36
50,Parañaque City Tertiary Education Financial Assistance Program,Parañaque City Government,Parañaque City Government,LGU,Merit-and-Need,https://www.paranaquecity.gov.ph,2026-08-20,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",300000,80,False,,12000,False,semester,,0.81,81
26,Pasig City Arts and Design Scholarship,Pasig City Government,Pasig City Government,LGU,Affiliation,https://scholars.pasigcity.gov.ph,2026-09-10,exact,needs_verification,needs_review,True,"[""College"", ""Grade 11"", ""Grade 12""]","[""NCR""]",350000,80,True,1500,28000,False,annual,2026-07-26,0,0
93,Pasig City Out-of-School Learners Scholarship,Pasig City Government,Pasig City Government,LGU,Need,https://scholars.pasigcity.gov.ph,,,needs_verification,needs_review,True,"[""TVET"", ""College""]","[""NCR""]",200000,75,True,2500,35000,False,annual,,0.36,36
25,Pasig City Regular Academic Scholarship,Pasig City Government,Pasig City Government,LGU,Merit-and-Need,https://www.pasigcity.gov.ph,2026-08-15,exact,needs_verification,needs_review,True,"[""College""]","[""NCR""]",300000,85,True,1500,25000,False,annual,2026-07-26,0.06,6
94,Pasig City Sangguniang Kabataan Endorsed Scholarship,Pasig City Government,Pasig City Government,LGU,Affiliation,https://scholars.pasigcity.gov.ph,2026-08-20,,needs_verification,needs_review,True,"[""College""]","[""NCR""]",250000,82,False,1500,20000,True,annual,,0.42,42
92,Pasig City Sports Scholarship,Pasig City Government,Pasig City Government,LGU,Affiliation,https://scholars.pasigcity.gov.ph,2026-09-10,,needs_verification,needs_review,True,"[""College"", ""Grade 11"", ""Grade 12""]","[""NCR""]",350000,80,True,2000,30000,False,annual,,0.42,42
89,Manuel L. Quezon Filipino Language and Literature Scholarship Program,Quezon City Government,Quezon City Government,LGU,Merit-based,https://qceservices.quezoncity.gov.ph,,exact,open,published,True,"[""College"", ""Graduate""]","[""NCR""]",,,True,,,False,annual,2026-07-26,0,0
88,Quezon City Scholarship Program (QCSP),Quezon City Government,Quezon City Government,LGU,Need,https://qceservices.quezoncity.gov.ph,,exact,open,published,True,"[""High School"", ""College"", ""TVET"", ""Graduate""]","[""NCR""]",400000,88,True,3500,75000,False,annual,2026-07-26,0,0
51,Tabuk City College Academic Scholarship,Tabuk City Government,Tabuk City Government,LGU,Need,https://www.tabuk.gov.ph,2026-08-31,exact,needs_verification,needs_review,True,"[""College""]","[""CAR""]",120000,75,False,,8000,False,semester,,0.81,81
96,Taguig LANI Basic Scholarship,Taguig City Government,Taguig City Government,LGU,Need,https://tcu.edu.ph/lani-scholarship,,,needs_verification,published,True,"[""College""]","[""NCR""]",300000,78,False,1000,20000,False,semester,,0.36,36
95,Taguig LANI Full Scholarship,Taguig City Government,Taguig City Government,LGU,Merit-and-Need,https://tcu.edu.ph/lani-scholarship,,,needs_verification,published,True,"[""College""]","[""NCR""]",450000,85,True,2000,50000,False,semester,,0.36,36
29,Taguig LANI LCU and SUC Assistance Scholarship,Taguig City Government,Taguig City Government,LGU,Merit-and-Need,https://tcu.edu.ph/lani-scholarship,,exact,needs_verification,published,True,"[""College""]","[""NCR""]",250000,80,False,1500,19000,False,semester,,0.72,72
97,Taguig LANI LEAD Graduate Scholarship,Taguig City Government,Taguig City Government,LGU,Merit-based,https://tcu.edu.ph/lani-scholarship,,,needs_verification,needs_review,True,"[""Graduate""]","[""NCR""]",750000,85,True,2000,80000,True,annual,,0.36,36
27,Taguig LANI Premier Scholarship,Taguig City Government,Taguig City Government,LGU,Merit-based,https://tcu.edu.ph/lani-scholarship,,exact,needs_verification,published,True,"[""College""]","[""NCR""]",600000,90,True,3000,100000,False,semester,,0.72,72
28,Taguig LANI Priority Scholarship,Taguig City Government,Taguig City Government,LGU,Merit-and-Need,https://tcu.edu.ph/lani-scholarship,,exact,needs_verification,published,True,"[""College""]","[""NCR""]",350000,82,True,2500,60000,False,semester,,0.72,72
30,Taguig Lifeline Bar and Board Review Assistance,Taguig City Government,Taguig City Government,LGU,Affiliation,https://tcu.edu.ph/lani-scholarship,,exact,open,published,True,"[""Graduate"", ""College""]","[""NCR""]",600000,,False,,30000,False,rolling,2026-07-26,0,0
33,Valenzuela City Dr. Pio Valenzuela Scholarship Program,Valenzuela City Government,Valenzuela City Government,LGU,Merit-and-Need,https://valenzuela.gov.ph/,,exact,needs_verification,published,True,"[""College""]","[""NCR""]",120000,85,True,2000,30000,False,annual,2026-08-03,0.06,6
75,Aboitiz Brights (Aboitiz Future Leaders Scholarship),Aboitiz Foundation,Aboitiz Foundation,Private,Merit-and-Need,https://www.aboitizfoundation.org/what-we-do/education/aboitiz-future-leaders-scholarship-program/,,exact,needs_verification,needs_review,True,"[""College""]",[],,75,True,,,False,annual,2026-07-26,0.29,29
62,AFPSLAI Educational Grant Program,Armed Forces of the Philippines (AFPSLAI),Armed Forces of the Philippines (AFPSLAI),Private,Affiliation,https://www.afpslai.com.ph,,exact,needs_verification,needs_review,True,"[""College""]",[],500000,85,False,,50000,False,annual,,0.66,66
11,Ayala Foundation U-Go Scholar Grant,Ayala Foundation,Ayala Foundation,Private,Merit-and-Need,https://www.ayalafoundation.org/program/u-go-scholar-grant/,,estimated,needs_verification,needs_review,True,"[""College""]","[""Luzon"", ""NCR""]",400000,90,True,4000,90000,False,,2026-07-08,0.12,12
