id,field,iskconnect_value,official_value,action,change_reason,closure_type,confidence,source_url,evidence_snippet,official_last_updated,announcement_date,verified_at
2,application_open_date,2026-02-01,2024-10-13,flag_review,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"REVERT pilot row: 2024 dates must not be used as official_value",,,2026-07-09
3,application_open_date,2026-03-01,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"Umbrella record; no single national graduate schedule",,,2026-07-09
3,application_deadline,2026-05-31,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"Umbrella record; per-university deadlines only",,,2026-07-09
3,academic_year_target,2026-2027,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"Misleading umbrella academic year; clear until split",,,2026-07-09
5,application_open_date,2026-04-01,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://unifast.gov.ph/tes.html,"No national TDP 2026 calendar; HEI-coordinated",,,2026-07-09
5,application_deadline,2026-07-31,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://unifast.gov.ph/tes.html,"No national TDP 2026 calendar; HEI-coordinated",,,2026-07-09
5,application_status,open,expected_reopen,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://unifast.gov.ph/tes.html,"Active program; timing via HEI UniFAST focal person",,,2026-07-09
5,deadline_precision,,institution_dependent,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://unifast.gov.ph/tes.html,"National open/deadline not published; HEI-coordinated timing",,,2026-07-09
6,application_open_date,2026-05-01,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://unifast.gov.ph/tes.html,"No national TES 2026 calendar published",,,2026-07-09
6,application_deadline,2026-08-31,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://unifast.gov.ph/tes.html,"No national TES 2026 calendar published",,,2026-07-09
6,application_status,open,expected_reopen,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://unifast.gov.ph/tes.html,"Active program; HEI-coordinated calls",,,2026-07-09
6,deadline_precision,,institution_dependent,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://unifast.gov.ph/tes.html,"National open/deadline not published; HEI-coordinated timing",,,2026-07-09
6,cycle_type,,annual,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://unifast.gov.ph/assets/pdf/infgrfx/TES2025.pdf,"TES brochure confirms annual program cycle",,,2026-07-09
19,application_open_date,2026-03-01,,update,program_discontinued,permanently_discontinued,verified,https://chedk12.wordpress.com/sgs/,"Program discontinued; clear misleading dates",,,2026-07-09
19,application_deadline,2026-06-30,,update,program_discontinued,permanently_discontinued,verified,https://chedk12.wordpress.com/sgs/,"Program discontinued; clear misleading dates",,,2026-07-09
19,academic_year_target,2026-2027,,update,program_discontinued,permanently_discontinued,verified,https://legacy.ched.gov.ph/k-12-project-management-unit/,"No active academic year; program ended",,,2026-07-09
19,is_active,true,false,archive,program_discontinued,permanently_discontinued,verified,https://chedk12.wordpress.com/sgs/,"Program limited to K-12 transition period; nominations closed since AY 2017-2018",,,2026-07-09
19,application_status,previous_cycle,permanently_discontinued,archive,program_discontinued,permanently_discontinued,verified,https://legacy.ched.gov.ph/k-12-project-management-unit/,"Transition period ended; graduate scholarship no longer accepting applications",,,2026-07-09
76,application_status,previous_cycle,closed_for_this_cycle,update,annual_cycle_update,closed_for_this_cycle,verified,https://www.facebook.com/chedro10/posts/1324867456497423/,"AY 2026-2027 window Apr 30–Jun 30, 2026; closed as of July 2026",,2026-04-30,2026-07-09
76,application_open_date,2026-04-30,2026-04-30,confirm_unchanged,annual_cycle_update,closed_for_this_cycle,verified,https://www.facebook.com/chedro10/posts/1324867456497423/,"Official CHED RO10 call: opens 30 April 2026",,2026-04-30,2026-07-09
76,application_deadline,2026-06-30,2026-06-30,confirm_unchanged,annual_cycle_update,closed_for_this_cycle,verified,https://www.facebook.com/chedro10/posts/1324867456497423/,"Official CHED RO10 call: closes 30 June 2026",,2026-06-30,2026-07-09
76,last_open_date,,2026-04-30,update,annual_cycle_update,closed_for_this_cycle,verified,https://www.facebook.com/chedro10/posts/1324867456497423/,"Record last cycle open date",,2026-04-30,2026-07-09
76,last_close_date,,2026-06-30,update,annual_cycle_update,closed_for_this_cycle,verified,https://www.facebook.com/chedro10/posts/1324867456497423/,"Record last cycle close date",,2026-06-30,2026-07-09
79,application_open_date,2026-04-13,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"No 2026 JLSS schedule published; clear placeholder",,,2026-07-09
79,application_deadline,2026-05-15,,update,annual_cycle_update,closed_for_this_cycle,cannot_verify,https://www.science-scholarships.ph/,"No 2026 JLSS schedule published; clear placeholder",,,2026-07-09
79,application_status,archived,expected_reopen,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://jlss.science-scholarships.ph/,"Program still on official portal; last cycle 2025 closed",,,2026-07-09
79,is_active,false,true,update,annual_cycle_update,closed_for_this_cycle,partially_verified,https://jlss.science-scholarships.ph/,"Un-archive; program not discontinued",,,2026-07-09
79,last_open_date,2026-04-13,2025-04-21,update,annual_cycle_update,closed_for_this_cycle,verified,https://www.science-scholarships.ph/,"JLSS 2025 cycle opened Apr 21, 2025",,2025-04-21,2026-07-09
79,last_close_date,2026-05-15,2025-05-23,update,annual_cycle_update,closed_for_this_cycle,verified,https://www.science-scholarships.ph/,"JLSS 2025 cycle closed May 23, 2025",,2025-05-23,2026-07-09
